SURVEY_INFO,esdate,ward,respid,gender,age,hhsize,educ,religion,EBOLA_AWARENESS,ehowget,esignsymptom,eincubation,spreadair,spreadfluids,spreadearly,saltcure,HEALTH,hhmemsick,hhmemsickcare,hhmemsicknocareebola,hhmemsickcarewhere,EBOLA_VIGILANCE,corganizedae,csafeburial,bucket,handsanitizer,ECONOMIC_FOOD_IMPACTS,income7d,income7dunit,income7dnormal,income7dnormalunit,occupation
,12/28/14 10:41,Z1100-Paynesville,2024181,1-Male,30,2,2-Completed ABC,2-Muslim,,1-Preparing or eating bush mea,3-Diarrhea;10-Red eyes,2,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,200,1-LD,2000,1-LD,4-Skilled manual
,12/28/14 11:39,Z1100-Paynesville,2024102,2-Female,25,6,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;12-Bleeding;18-Cough,21,N,Y,Y,N,,N,,,,,0-Disagree,0-Disagree,0-No,0-No,,2000,1-LD,5000,1-LD,3-Sales and services
,12/28/14 12:52,Z1100-Paynesville,2024184,1-Male,36,8,6-Completed high school,1-Christian,,88-Other,1-Vomiting;4-Headache,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,1000,1-LD,4-Skilled manual
,12/28/14 14:19,Z1100-Paynesville,2024175,2-Female,32,13,0-None,2-Muslim,,97-Dont know,97-Does not know,2,Y,Y,N,Y,,N,,,,,97-Do not know,97-Do not know,1-Yes,0-No,,2000,1-LD,14000,1-LD,3-Sales and services
,12/28/14 10:50,Z1100-Paynesville,2024201,2-Female,47,7,0-None,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain,3,N,Y,Y,N,,N,,,,,97-Do not know,97-Do not know,0-No,0-No,,300,1-LD,4000,1-LD,3-Sales and services
,12/28/14 11:38,Z1100-Paynesville,2024202,2-Female,32,6,2-Completed ABC,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache,2,N,Y,Y,N,,N,,,,,97-Do not know,1-Agree,1-Yes,0-No,,250,1-LD,500,1-LD,3-Sales and services
,12/28/14 11:25,Z1100-Paynesville,2024182,1-Male,22,6,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac,2-Fever;4-Headache;8-Stomach pain,0,N,Y,Y,N,,N,,,,,1-Agree,0-Disagree,0-No,1-Yes,,0,88-N/A,0,88-N/A,0-None
,12/28/14 10:33,Z1100-Paynesville,2024101,2-Female,41,2,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,0,1-LD,0-None
,12/28/14 13:19,Z1100-Paynesville,2024204,2-Female,26,18,0-None,1-Christian,,97-Dont know,97-Does not know,2,N,N,N,N,,N,,,,,97-Do not know,97-Do not know,0-No,0-No,,0,1-LD,0,1-LD,0-None
,12/28/14 12:45,Z1100-Paynesville,2024103,2-Female,28,6,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;88-Other,1-Vomiting;3-Diarrhea;10-Red eyes,21,N,Y,N,N,,N,,,,,0-Disagree,0-Disagree,0-No,1-Yes,,0,1-LD,2500,1-LD,3-Sales and services
,12/28/14 12:27,Z1100-Paynesville,2024203,2-Female,22,9,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness,2,N,Y,Y,N,,N,,,,,97-Do not know,97-Do not know,0-No,1-Yes,,700,1-LD,2000,1-LD,3-Sales and services
,12/28/14 12:57,Z1100-Paynesville,2024173,1-Male,41,6,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,4000,1-LD,12000,1-LD,4-Skilled manual
,12/28/14 12:13,Z1100-Paynesville,2024183,1-Male,29,17,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other,2-Fever,21,N,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,5000,1-LD,7000,1-LD,4-Skilled manual
,12/28/14 12:05,Z1100-Paynesville,2024172,2-Female,24,12,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,5000,1-LD,12000,1-LD,0-None
,12/28/14 11:13,Z1100-Paynesville,2024171,1-Male,56,10,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,9,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,3000,1-LD,50,2-USD,1-Professional
,12/28/14 15:23,Z1100-Paynesville,2024176,1-Male,42,4,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,21,N,Y,N,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,3000,1-LD,12000,1-LD,1-Professional
,12/28/14 13:36,Z1100-Paynesville,2024174,1-Male,45,2,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,2500,1-LD,25,2-USD,1-Professional
,12/29/14 15:49,Z1100-Paynesville,2025128,2-Female,23,5,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes;88-Other,4,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,5000,1-LD,6000,1-LD,5-Unskilled manual
,12/29/14 12:16,Z1100-Paynesville,2025143,1-Male,49,8,6-Completed high school,1-Christian,,2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,500,2-USD,4-Skilled manual
,12/29/14 10:01,Z1100-Paynesville,2025141,2-Female,39,5,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,0,1-LD,88-Other
,12/29/14 14:50,Z1100-Paynesville,2025181,1-Male,25,4,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;88-Other,1-Vomiting;10-Red eyes,3,N,Y,Y,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,1-Yes,,1000,1-LD,2500,1-LD,5-Unskilled manual
,12/29/14 14:18,Z1100-Paynesville,2025201,2-Female,23,4,5-Some high school,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;6-Sore throat;12-Bleeding,3,N,Y,N,N,,N,,,,,97-Do not know,1-Agree,0-No,0-No,,300,1-LD,2500,1-LD,3-Sales and services
,12/29/14 14:49,Z1100-Paynesville,2025101,1-Male,32,8,4-Completed junior high,1-Christian,,6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;11-Hiccups;15-Chills,1,N,Y,N,Y,,N,,,,,1-Agree,1-Agree,0-No,0-No,,800,1-LD,35,2-USD,5-Unskilled manual
,12/29/14 11:06,Z1100-Paynesville,2025142,2-Female,35,7,2-Completed ABC,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes,22,N,Y,N,N,,N,,,,,0-Disagree,1-Agree,1-Yes,1-Yes,,0,1-LD,300,1-LD,88-Other
,12/29/14 10:44,Z1100-Paynesville,2025122,2-Female,40,8,0-None,1-Christian,,4-Man woman business;88-Other,1-Vomiting;3-Diarrhea;4-Headache;9-Rash;12-Bleeding;88-Other,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,0,88-N/A,500,1-LD,5-Unskilled manual
,12/29/14 12:22,Z1100-Paynesville,2025124,2-Female,49,4,0-None,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;88-Other,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,350,1-LD,350,1-LD,5-Unskilled manual
,12/29/14 13:11,Z1100-Paynesville,2025125,1-Male,71,9,4-Completed junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other,2-Fever;3-Diarrhea;5-Joint and muscle pain;10-Red eyes;88-Other,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,13000,1-LD,1-Professional
,12/29/14 14:11,Z1100-Paynesville,2025126,2-Female,34,4,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;12-Bleeding;88-Other,97,Y,Y,N,N,,N,,,,,0-Disagree,0-Disagree,1-Yes,0-No,,0,88-N/A,1200,1-LD,2-Clerical
,12/29/14 15:07,Z1100-Paynesville,2025127,2-Female,35,11,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;3-Diarrhea;88-Other,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,7000,1-LD,5-Unskilled manual
,12/29/14 10:02,Z1100-Paynesville,2025121,2-Female,29,4,4-Completed junior high,1-Christian,,1-Preparing or eating bush mea;6-Contact with infected surfac;88-Other,1-Vomiting;3-Diarrhea;9-Rash;10-Red eyes;12-Bleeding;88-Other,24,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,1700,1-LD,5-Unskilled manual
,12/29/14 16:30,Z1100-Paynesville,2025145,1-Male,32,6,0-None,1-Christian,,1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;4-Headache;10-Red eyes,21,N,Y,Y,N,,N,,,,,0-Disagree,1-Agree,1-Yes,1-Yes,,0,1-LD,4200,1-LD,4-Skilled manual
,12/29/14 15:36,Z1100-Paynesville,2025102,1-Male,26,12,7-Some university,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;9-Rash,21,N,Y,N,N,,Y,N,Y,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,750,1-LD,88-Other
,12/29/14 14:43,Z1100-Paynesville,2025171,1-Male,42,5,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,3000,1-LD,16000,1-LD,1-Professional
,12/29/14 11:39,Z1100-Paynesville,2025123,1-Male,28,4,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;88-Other,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes;12-Bleeding;88-Other,8,N,Y,N,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,500,1-LD,40,2-USD,1-Professional
,12/29/14 15:11,Z1100-Paynesville,2025144,2-Female,28,3,3-Some junior high,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;4-Headache;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,7000,1-LD,4-Skilled manual
,12/29/14 15:48,Z1100-Paynesville,2025202,1-Male,27,10,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain,7,N,Y,N,Y,,N,,,,,1-Agree,1-Agree,0-No,0-No,,300,1-LD,500,1-LD,2-Clerical
,12/27/14 15:54,Z1100-Paynesville,2026101,1-Male,44,4,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac,3-Diarrhea;4-Headache,18,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,3000,1-LD,5000,1-LD,3-Sales and services
,12/28/14 11:25,Z1100-Paynesville,2026141,1-Male,22,5,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;5-Touching dead bodies,1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,4000,1-LD,75,2-USD,4-Skilled manual
,1/6/15 9:59,Z1100-Paynesville,2026129,1-Male,68,26,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;7-Weakness;9-Rash;10-Red eyes;88-Other,21,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,600,1-LD,5-Unskilled manual
,12/28/14 15:39,Z1100-Paynesville,2026128,2-Female,48,9,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;8-Stomach pain;88-Other,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,0,88-N/A,5-Unskilled manual
,12/28/14 14:16,Z1100-Paynesville,2026143,1-Male,51,12,6-Completed high school,1-Christian,,97-Dont know,2-Fever;3-Diarrhea;4-Headache,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,1500,1-LD,1-Professional
,12/27/14 17:30,Z1100-Paynesville,2026122,2-Female,24,6,0-None,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,0-Disagree,0-No,0-No,,1000,1-LD,4000,1-LD,5-Unskilled manual
,12/27/14 17:30,Z1100-Paynesville,2026172,1-Male,36,11,0-None,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;4-Man woman business,1-Vomiting;3-Diarrhea;10-Red eyes,21,Y,Y,Y,N,,N,,,,,1-Agree,0-Disagree,1-Yes,1-Yes,,3000,1-LD,5000,1-LD,1-Professional
,12/28/14 12:43,Z1100-Paynesville,2026142,2-Female,41,10,0-None,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,500,1-LD,600,1-LD,88-Other
,12/27/14 15:52,Z1100-Paynesville,2026201,2-Female,31,6,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;9-Rash;12-Bleeding,2,N,Y,Y,N,,N,,,,,97-Do not know,1-Agree,1-Yes,0-No,,100,1-LD,3000,1-LD,3-Sales and services
,12/28/14 11:13,Z1100-Paynesville,2026123,1-Male,45,7,8-Completed university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other,1-Vomiting;2-Fever;10-Red eyes;88-Other,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,0,88-N/A,1-Professional
,12/28/14 13:55,Z1100-Paynesville,2026126,1-Male,42,6,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;3-Diarrhea;6-Sore throat;9-Rash;10-Red eyes;12-Bleeding;88-Other,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,0,88-N/A,0,88-N/A,5-Unskilled manual
,12/27/14 17:28,Z1100-Paynesville,2026202,2-Female,46,8,2-Completed ABC,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,2,N,Y,N,N,,N,,,,,97-Do not know,97-Do not know,1-Yes,0-No,,250,1-LD,550,1-LD,0-None
,12/28/14 15:36,Z1100-Paynesville,2026144,1-Male,25,4,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes,21,N,Y,Y,N,,Y,N,N,,,1-Agree,1-Agree,0-No,0-No,,700,1-LD,2000,1-LD,88-Other
,12/28/14 12:58,Z1100-Paynesville,2026125,1-Male,27,3,3-Some junior high,1-Christian,,5-Touching dead bodies;6-Contact with infected surfac;88-Other,2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;88-Other,21,N,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,0,88-N/A,0,88-N/A,4-Skilled manual
,12/28/14 12:03,Z1100-Paynesville,2026124,2-Female,24,8,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;88-Other,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,1000,1-LD,5-Unskilled manual
,12/27/14 16:11,Z1100-Paynesville,2026181,2-Female,20,15,3-Some junior high,1-Christian,,97-Dont know,1-Vomiting;3-Diarrhea;7-Weakness,0,N,Y,Y,N,,N,,,,,0-Disagree,0-Disagree,1-Yes,1-Yes,,0,1-LD,1500,1-LD,3-Sales and services
,12/27/14 15:53,Z1100-Paynesville,2026121,2-Female,28,3,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac;88-Other,1-Vomiting;3-Diarrhea;10-Red eyes,7,Y,Y,Y,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,0,88-N/A,6-Domestic services
,12/28/14 14:52,Z1100-Paynesville,2026127,2-Female,35,4,0-None,1-Christian,,3-Bodily fluids of infected pe;6-Contact with infected surfac;88-Other,1-Vomiting;3-Diarrhea;10-Red eyes,97,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,0-No,,1000,1-LD,0,88-N/A,5-Unskilled manual
,12/27/14 15:53,Z1100-Paynesville,2026171,1-Male,33,2,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe,1-Vomiting;2-Fever;3-Diarrhea;6-Sore throat,21,N,Y,Y,Y,,N,,,,,1-Agree,97-Do not know,1-Yes,1-Yes,,2000,1-LD,23000,1-LD,1-Professional
,12/27/14 17:26,Z1100-Paynesville,2026102,1-Male,20,10,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea,2,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,0-No,1-Yes,,0,88-N/A,50,2-USD,0-None
,12/27/14 11:26,Z1100-Paynesville,2027173,2-Female,43,9,7-Some university,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea;9-Rash;10-Red eyes,6,N,Y,N,N,,N,,,,,0-Disagree,97-Do not know,1-Yes,1-Yes,,3000,1-LD,12000,1-LD,1-Professional
,12/27/14 12:06,Z1100-Paynesville,2027124,1-Male,47,4,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other,2-Fever;3-Diarrhea;4-Headache;12-Bleeding;88-Other,3,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,160,2-USD,200,2-USD,1-Professional
,12/27/14 13:06,Z1100-Paynesville,2027175,1-Male,32,6,6-Completed high school,1-Christian,,,1-Vomiting;2-Fever;3-Diarrhea;8-Stomach pain;10-Red eyes,6,N,Y,N,N,,N,,,,,97-Do not know,1-Agree,0-No,1-Yes,,2000,1-LD,200,2-USD,3-Sales and services
,12/27/14 10:36,Z1100-Paynesville,2027122,2-Female,46,6,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;88-Other,1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes;88-Other,97,N,Y,Y,N,,N,,,,,1-Agree,97-Do not know,1-Yes,1-Yes,,500,1-LD,1000,1-LD,5-Unskilled manual
,12/27/14 9:52,Z1100-Paynesville,2027121,1-Male,31,6,7-Some university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;97-Dont know,1-Vomiting;3-Diarrhea;4-Headache;7-Weakness;9-Rash;10-Red eyes;88-Other,21,N,Y,Y,N,,Y,Y,,1-Clinic,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,0,88-N/A,1-Professional
,12/27/14 11:22,Z1100-Paynesville,2027123,2-Female,45,7,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;8-Stomach pain;10-Red eyes;11-Hiccups;88-Other,3,N,Y,Y,N,,Y,Y,,2-Hospital,,,,,,,0,88-N/A,0,88-N/A,4-Skilled manual
,12/27/14 12:51,Z1100-Paynesville,2027125,1-Male,38,6,8-Completed university,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;88-Other,1-Vomiting;2-Fever;3-Diarrhea;7-Weakness;10-Red eyes;88-Other,21,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,88-N/A,5000,1-LD,1-Professional
,12/27/14 12:21,Z1100-Paynesville,2027174,1-Male,24,7,6-Completed high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe,1-Vomiting;2-Fever;3-Diarrhea;4-Headache;10-Red eyes,21,Y,Y,N,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,2000,1-LD,12000,1-LD,3-Sales and services
,12/27/14 11:48,Z1100-Paynesville,2027203,2-Female,25,4,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;9-Rash;10-Red eyes,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,500,1-LD,0,1-LD,3-Sales and services
,12/27/14 12:09,Z1100-Paynesville,2027183,2-Female,26,15,7-Some university,1-Christian,,1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;4-Headache;9-Rash;10-Red eyes,21,N,Y,Y,N,,N,,,,,1-Agree,0-Disagree,1-Yes,0-No,,,,,,
,12/27/14 11:01,Z1100-Paynesville,2027182,1-Male,18,8,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business,1-Vomiting;4-Headache,21,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,200,1-LD,1000,1-LD,3-Sales and services
,12/27/14 12:56,Z1100-Paynesville,2027204,2-Female,22,20,3-Some junior high,1-Christian,,3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;4-Headache,2,N,Y,Y,N,,N,,,,,97-Do not know,97-Do not know,1-Yes,0-No,,1000,1-LD,1600,1-LD,3-Sales and services
,12/27/14 10:57,Z1100-Paynesville,2027202,2-Female,44,8,0-None,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;2-Fever;3-Diarrhea;10-Red eyes,7,N,Y,N,N,,N,,,,,97-Do not know,97-Do not know,0-No,0-No,,600,1-LD,800,1-LD,3-Sales and services
,12/27/14 9:51,Z1100-Paynesville,2027201,2-Female,25,3,6-Completed high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,2-Fever;3-Diarrhea;9-Rash;10-Red eyes;12-Bleeding,1,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,150,1-LD,150,1-LD,3-Sales and services
,12/27/14 9:55,Z1100-Paynesville,2027181,1-Male,27,3,5-Some high school,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies,3-Diarrhea;4-Headache;7-Weakness,3,N,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,1500,1-LD,2500,1-LD,1-Professional
,12/27/14 9:52,Z1100-Paynesville,2027101,2-Female,26,5,1-Some ABC,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies,1-Vomiting;2-Fever;3-Diarrhea,2,Y,Y,Y,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,500,1-LD,1200,1-LD,0-None
,12/27/14 10:36,Z1100-Paynesville,2027172,1-Male,20,6,5-Some high school,1-Christian,,1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;88-Other,1-Vomiting;6-Sore throat;10-Red eyes,21,Y,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,0-No,,3000,1-LD,40000,1-LD,3-Sales and services
,12/27/14 9:53,Z1100-Paynesville,2027171,1-Male,33,8,6-Completed high school,1-Christian,,,,,,,,,,N,,,,,97-Do not know,1-Agree,1-Yes,1-Yes,,2000,1-LD,70,2-USD,1-Professional
,12/27/14 11:16,Z1100-Paynesville,2027102,1-Male,75,16,4-Completed junior high,1-Christian,,3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac,1-Vomiting;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat,4,N,Y,N,N,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,0,1-LD,0-None
,12/27/14 12:41,Z1100-Paynesville,2027103,2-Female,45,6,5-Some high school,1-Christian,,6-Contact with infected surfac,3-Diarrhea;10-Red eyes;12-Bleeding;18-Cough,3,Y,Y,Y,Y,,N,,,,,1-Agree,1-Agree,1-Yes,1-Yes,,0,1-LD,9800,1-LD,3-Sales and services
